# CENSUS TRACT,PRIMARY,OTHER,ALL
# TOTAL,344804,501430,846234
480979903,1,1,2
480979904,0,1,1
480979905,9,3,12
480979906,0,2,2
480979907,0,3,3
480979908,2,0,2
480979909,1,1,2
480990101,2,0,2
480990102,3,1,4
480990103,8,2,10
480990104,4,1,5
480990106,1,4,5
480990107,2,1,3
480990108,3,5,8
480999503,1,0,1
481019501,1,0,1
481039501,1,3,4
481059501,1,1,2
481079501,4,0,4
481099501,1,0,1
481119501,1,0,1
481130001,24,23,47
481130002,17,25,42
481130003,23,20,43
481130004,77,298,375
481130005,11,43,54
481130006,83,105,188
481130007,31,80,111
481130008,16,18,34
481130009,2,2,4
481130010,7,6,13
481130011,11,7,18
481130012,10,8,18
481130013,0,5,5
481130014,0,19,19
481130015,6,5,11
481130016,12,12,24
481130017,16,26,42
481130018,24,48,72
481130019,18,19,37
481130020,4,11,15
481130022,87,246,333
481130024,1,1,2
481130027,0,1,1
481130031,8,11,19
481130032,3,5,8
481130033,2,1,3
481130034,0,1,1
481130035,2,1,3
481130036,3,1,4
481130042,24,74,98
481130043,1,1,2
481130044,7,22,29
481130045,3,0,3
481130046,5,2,7
481130047,13,2,15
481130048,1,0,1
481130050,9,12,21
481130051,0,1,1
481130052,2,0,2
481130053,1,2,3
481130054,1,0,1
481130056,0,1,1
481130059,0,1,1
481130061,7,3,10
481130062,2,0,2
481130063,6,2,8
481130067,1,0,1
481130068,3,0,3
481130069,3,1,4
481130071,17,46,63
481130072,1,0,1
481130073,41,72,113
481130074,5,16,21
481130075,2,10,12
481130076,24,105,129
481130077,15,29,44
481130078,173,369,542
481130079,49,102,151
481130080,21,55,76
481130081,32,41,73
481130082,18,13,31
481130085,0,2,2
481130087,5,40,45
481130088,0,2,2
481130090,3,4,7
481130092,1,0,1
481130094,13,19,32
481130095,7,9,16
481130096,53,77,130
481130097,6,11,17
481130098,7,4,11
481130099,3,5,8
481130100,63,188,251
481130101,3,0,3
481130107,0,1,1
481130108,9,15,24
481130109,3,3,6
481130110,6,3,9
481130111,4,4,8
481130113,2,0,2
481130117,7,1,8
481130118,3,1,4
481130119,0,1,1
481130122,9,8,17
481130123,3,6,9
481130124,3,2,5
481130126,4,4,8
481130127,0,2,2
481130128,5,3,8
481130129,2,15,17
481130130,26,25,51
481130131,24,50,74
481130132,80,218,298
481130133,5,25,30
481130134,9,8,17
481130135,3,20,23
481130136,78,227,305
481130137,29,48,77
481130138,34,53,87
481130139,2,2,4
481130140,4,4,8
481130141,156,218,374
481130142,21,29,50
481130143,49,80,129
481130144,10,14,24
481130145,33,37,70
481130146,2,0,2
481130147,1,4,5
481130149,3,1,4
481130150,4,4,8
481130151,1,1,2
481130152,7,4,11
481130153,0,4,4
481130154,4,4,8
481130155,7,1,8
481130156,0,1,1
481130159,0,1,1
481130160,0,1,1
481130161,2,2,4
481130162,4,1,5
481130163,0,3,3
481130164,18,12,30
481130165,46,54,100
481130166,86,89,175
481130167,2,0,2
481130168,9,8,17
481130169,2,0,2
481130170,7,0,7
481130171,0,1,1
481130173,8,6,14
481130174,2,0,2
481130175,3,1,4
481130176,4,1,5
481130177,15,24,39
481130178,31,24,55
481130179,8,0,8
481130180,2,1,3
481130181,56,36,92
481130182,1,1,2
481130183,1,2,3
481130184,6,3,9
481130185,5,4,9
481130186,0,5,5
481130188,1,4,5
481130189,22,23,45
481130190,90,70,160
481130191,1,2,3
481130192,49,73,122
481130193,19,62,81
481130194,8,31,39
481130195,39,92,131
481130196,7,15,22
481130197,5,21,26
481130198,9,43,52
481130199,1,0,1
481130313,4,1,5
481130317,4,8,12
481130320,1,2,3
481159504,5,2,7
481159505,3,1,4
481179503,1,2,3
481179504,3,3,6
481179505,3,2,5
481210201,3,3,6
481210202,6,2,8
481210203,11,13,24
481210204,16,28,44
481210206,7,4,11
481210207,8,19,27
481210209,0,1,1
481210211,5,0,5
481210212,6,4,10
481210213,21,15,36
481210214,1,4,5
481210215,26,31,57
481210216,96,97,193
481210217,73,67,140
481210316,3,5,8
481210317,2,4,6
481239702,1,0,1
481239703,13,0,13
481239705,1,0,1
481259502,1,0,1
481279502,5,3,8
481279503,0,1,1
481299501,2,0,2
481319502,1,0,1
481319503,1,0,1
481339501,1,0,1
481339502,7,0,7
481339503,1,0,1
481339504,1,1,2
481339505,1,0,1
481350004,3,3,6
481350005,2,0,2
481350010,2,1,3
481350012,31,8,39
481350013,3,0,3
481350014,16,27,43
481350015,10,4,14
481350016,5,3,8
481350017,5,7,12
481350018,1,0,1
481350020,1,0,1
481350023,6,8,14
481350024,4,4,8
481350025,17,17,34
481350028,1,1,2
481350029,8,15,23
481350030,3,5,8
481350101,1,0,1
481379502,1,1,2
481390601,3,1,4
481390602,11,10,21
481390603,0,6,6
481390604,0,1,1
481390605,15,4,19
481390606,8,5,13
481390607,5,0,5
481390608,2,0,2
481390610,1,0,1
481390614,6,0,6
481390615,8,2,10
481390617,1,0,1
481410001,14,4,18
481410002,0,5,5
481410003,0,2,2
481410004,17,23,40
481410006,1,0,1
481410007,9,29,38
481410008,1,6,7
481410009,1,7,8
481410010,1,3,4
481410011,106,196,302
481410012,12,28,40
481410013,28,49,77
481410014,0,5,5
481410015,40,102,142
481410016,7,16,23
481410017,0,4,4
481410018,0,1,1
481410019,3,1,4
481410022,45,128,173
481410023,4,2,6
481410024,1,3,4
481410025,4,3,7
481410027,2,5,7
481410028,1,0,1
481410029,0,2,2
481410030,39,44,83
481410031,5,3,8
481410032,0,1,1
481410033,1,2,3
481410034,11,30,41
481410035,1,3,4
481410036,2,2,4
481410038,3,1,4
481410039,3,2,5
481410040,1,3,4
481410041,6,0,6
481410042,4,8,12
481410043,50,60,110
481410101,3,10,13
481410102,43,69,112
481410103,23,16,39
481410104,1,0,1
481410105,1,1,2
481439501,0,1,1
481439502,3,1,4
481439503,5,2,7
481439504,1,0,1
481439505,13,8,21
481439506,2,4,6
481459902,0,2,2
481459903,8,6,14
481459904,4,4,8
481459905,0,1,1
481459907,1,0,1
481479501,1,0,1
481479502,0,1,1
481479503,0,1,1
481479504,17,13,30
481479603,1,0,1
481499507,2,2,4
481499702,1,3,4
481499703,9,6,15
481499704,0,1,1
481499705,1,1,2
481499706,6,0,6
481519502,2,1,3
481539501,4,0,4
481539503,3,0,3
481570449,4,2,6
481570701,55,65,120
481570702,192,273,465
481570703,53,37,90
481570704,3,3,6
481570705,19,11,30
481570706,2,2,4
481570707,26,27,53
481570709,1,4,5
481570710,0,1,1
481570713,1,0,1
481570714,1,0,1
481599501,1,1,2
481599502,6,3,9
481619802,5,0,5
481619803,1,0,1
481619804,1,0,1
481619807,2,0,2
481639501,5,0,5
481639502,1,0,1
481639503,4,1,5
481659501,1,0,1
481659503,3,1,4
481670372,3,0,3
481670375,3,0,3
481670606,0,1,1
481671201,14,17,31
481671202,19,25,44
481671203,25,16,41
481671204,15,10,25
481671205,4,10,14
481671206,7,14,21
481671207,24,36,60
481671209,1,0,1
481671210,2,0,2
481671212,6,11,17
481671213,0,1,1
481671214,4,3,7
481671215,2,4,6
481671216,7,4,11
481671217,2,3,5
481671219,1,12,13
481671220,2,5,7
481671221,2,5,7
481671222,5,3,8
481671223,3,0,3
481671224,0,1,1
481671225,1,2,3
481671228,6,5,11
481671229,7,16,23
481671231,59,109,168
481671232,114,181,295
481671233,49,123,172
481671234,9,4,13
481671235,4,11,15
481671236,0,2,2
481671237,5,19,24
481671241,3,2,5
481671242,4,2,6
481671243,1,1,2
481671244,11,11,22
481671245,1,2,3
481671246,0,3,3
481671247,7,14,21
481671248,6,13,19
481671249,1,0,1
481671250,59,95,154
481671251,10,19,29
481671252,12,25,37
481671253,4,12,16
481671254,2,1,3
481719501,0,3,3
481719502,0,1,1
481719503,13,12,25
481719504,3,4,7
481719505,8,7,15
481719601,1,1,2
481719603,0,1,1
481719604,0,2,2
481759602,0,3,3
481779901,1,1,2
481779902,1,1,2
481779903,8,2,10
481779904,1,0,1
481779905,2,1,3
481779906,1,0,1
481799502,7,3,10
481799503,7,6,13
481799504,1,2,3
481799506,1,4,5
481810001,2,0,2
481810002,6,5,11
481810003,6,2,8
481810004,0,1,1
481810005,15,28,43
481810006,0,2,2
481810007,1,1,2
481810008,3,9,12
481810009,25,28,53
481810011,4,12,16
481810012,9,9,18
481810013,18,33,51
481810014,0,3,3
481810015,0,2,2
481810016,0,3,3
481810017,2,7,9
481810018,1,2,3
481810019,1,2,3
481830001,0,2,2
481830002,0,2,2
481830003,21,36,57
481830004,9,10,19
481830005,7,23,30
481830006,6,20,26
481830007,6,1,7
481830010,18,28,46
481830011,3,16,19
481830013,5,0,5
481830015,5,7,12
481830101,4,14,18
481830102,5,0,5
481830103,1,0,1
481830105,1,1,2
481830106,9,3,12
481830107,3,0,3
481830206,0,1,1
481839506,2,0,2
481851801,0,3,3
481851802,5,1,6
481851803,0,1,1
481872101,3,1,4
481872102,4,0,4
481872103,4,1,5
481872104,17,10,27
481872105,4,6,10
481872106,0,3,3
481872107,7,16,23
481872108,3,2,5
481872109,3,0,3
481873104,0,1,1
481899501,3,5,8
481899503,21,13,34
481899504,1,1,2
481899505,1,1,2
481899506,1,2,3
481899507,4,0,4
481899509,1,0,1
481919502,2,1,3
481939501,1,0,1
481939502,1,1,2
481939503,4,1,5
481959503,1,0,1
481979501,1,1,2
481979502,3,1,4
481990302,6,5,11
481990303,0,1,1
481990304,3,0,3
481990305,4,3,7
481990308,6,2,8
482010121,36,94,130
482010203,2,0,2
482010205,3,0,3
482010207,2,0,2
482010208,10,10,20
482010210,0,2,2
482010211,2,1,3
482010212,4,0,4
482010213,6,7,13
482010214,2,0,2
482010215,3,0,3
482010216,0,1,1
482010219,2,1,3
482010221,1,0,1
482010222,2,1,3
482010223,1,0,1
482010225,2,1,3
482010226,1,0,1
482010228,8,1,9
482010229,1,0,1
482010230,10,4,14
482010231,8,10,18
482010232,0,5,5
482010235,0,1,1
482010236,1,0,1
482010237,1,0,1
482010239,1,0,1
482010240,2,2,4
482010241,4,1,5
482010243,19,27,46
482010244,2,4,6
482010245,7,3,10
482010246,3,2,5
482010247,3,6,9
482010248,8,7,15
482010249,59,83,142
482010250,1,0,1
482010251,1,1,2
482010253,6,0,6
482010255,1,0,1
482010259,2,0,2
482010260,2,0,2
482010261,4,2,6
482010263,3,2,5
482010265,1,0,1
482010266,2,3,5
482010267,55,46,101
482010269,11,7,18
482010270,3,3,6
482010272,0,1,1
482010273,1,0,1
482010274,1,2,3
482010300,28,33,61
482010301,1,1,2
482010302,3,0,3
482010303,0,1,1
482010305,1,3,4
482010306,2,3,5
482010307,9,7,16
482010308,3,5,8
482010309,7,0,7
482010310,4,1,5
482010311,2,0,2
482010312,1,0,1
482010313,5,1,6
482010314,1,1,2
482010315,13,21,34
482010316,342,1466,1808
482010317,15,58,73
482010319,4,0,4
482010321,1,1,2
482010322,2,5,7
482010323,0,2,2
482010324,10,8,18
482010325,0,1,1
482010326,3,2,5
482010328,2,2,4
482010329,1,0,1
482010330,47,72,119
482010331,322,426,748
482010332,9,5,14
482010333,2,0,2
482010334,1,3,4
482010335,3,0,3
482010339,1,1,2
482010340,1,1,2
482010343,0,1,1
482010345,3,3,6
482010347,4,1,5
482010348,3,1,4
482010349,6,4,10
482010350,1,0,1
482010351,2,3,5
482010355,3,2,5
482010356,12,8,20
482010357,4,10,14
482010359,57,74,131
482010360,10,5,15
482010361,4,0,4
482010364,0,1,1
482010365,5,3,8
482010366,2,5,7
482010368,14,17,31
482010369,10,20,30
482010370,93,150,243
482010371,31,25,56
482010372,3,8,11
482010373,90,119,209
482010374,16,35,51
482010375,1,4,5
482010400,9,10,19
482010401,15,26,41
482010402,23,50,73
482010403,12,42,54
482010404,33,50,83
482010405,20,66,86
482010406,15,75,90
482010407,69,140,209
482010408,23,47,70
482010409,28,69,97
482010410,33,108,141
482010411,11,26,37
482010412,107,269,376
482010413,109,284,393
482010414,62,142,204
482010415,45,60,105
482010416,47,100,147
482010417,57,142,199
482010418,30,78,108
482010419,64,95,159
482010420,36,92,128
482010421,11,45,56
482010422,63,83,146
482010423,22,45,67
482010424,28,16,44
482010425,104,146,250
482010426,7,4,11
482010427,21,15,36
482010428,20,24,44
482010429,21,45,66
482010430,3,10,13
482010431,8,7,15
482010432,3,4,7
482010433,44,54,98
482010434,13,16,29
482010435,10,14,24
482010436,28,23,51
482010437,14,29,43
482010438,96,99,195
482010439,43,51,94
482010440,61,129,190
482010441,9,18,27
482010442,6,7,13
482010443,24,58,82
482010444,9,13,22
482010445,63,156,219
482010446,24,43,67
482010447,11,12,23
482010449,33,24,57
482010450,2,2,4
482010451,9,2,11
482010452,9,7,16
482010501,1,0,1
482010502,1,0,1
482010503,2,2,4
482010505,5,2,7
482010506,6,7,13
482010507,4,6,10
482010508,1,0,1
482010509,4,1,5
482010511,14,13,27
482010512,2,9,11
482010513,0,4,4
482010514,2,1,3
482010515,11,23,34
482010516,2,2,4
482010517,9,6,15
482010518,23,38,61
482010519,9,7,16
482010520,3,3,6
482010522,2,2,4
482010523,22,14,36
482010524,2,0,2
482010525,7,4,11
482010526,4,5,9
482010527,2,1,3
482010528,1,2,3
482010529,3,3,6
482010530,14,8,22
482010531,9,6,15
482010532,1,2,3
482010533,4,7,11
482010534,3,0,3
482010536,83,134,217
482010537,16,28,44
482010538,30,34,64
482010539,2,0,2
482010540,4,4,8
482010541,46,47,93
482010542,27,14,41
482010543,5,5,10
482010544,19,6,25
482010545,15,30,45
482010550,1,0,1
482010551,25,17,42
482010552,5,3,8
482010553,14,24,38
482010554,1,1,2
482010555,29,27,56
482010556,16,19,35
482010558,15,7,22
482010559,7,4,11
482010703,1,0,1
482010901,0,1,1
482011202,0,1,1
482011203,1,1,2
482030201,2,5,7
482030202,0,1,1
482030203,8,7,15
482030204,14,10,24
482030205,5,5,10
482030206,0,5,5
482059502,6,2,8
482079503,4,1,5
482090017,1,0,1
482090101,1,2,3
482090102,4,9,13
482090103,6,0,6
482090104,18,21,39
482090106,7,8,15
482090107,6,4,10
482090108,14,19,33
482090109,5,9,14
482119502,4,1,5
482130513,0,1,1
482139501,5,1,6
482139503,2,2,4
482139504,2,1,3
482139506,2,0,2
482139508,1,1,2
482139509,1,1,2
482139510,1,0,1
482139511,0,1,1
482139512,0,3,3
482139513,30,15,45
482139514,1,0,1
482150202,11,7,18
482150203,27,14,41
482150204,13,12,25
482150205,1,4,5
482150206,1,0,1
482150207,9,0,9
482150208,31,26,57
482150209,24,29,53
482150210,5,27,32
482150211,15,10,25
482150212,70,94,164
482150213,2,3,5
482150214,16,4,20
482150217,2,0,2
482150218,0,1,1
482150220,5,0,5
482150221,2,1,3
482150222,1,0,1
482150223,8,5,13
482150224,5,3,8
482150226,0,1,1
482150227,29,18,47
482150228,0,4,4
482150229,1,0,1
482150230,1,4,5
482150235,41,21,62
482150236,2,2,4
482150238,5,2,7
482150239,27,21,48
482150240,0,1,1
482150241,4,1,5
482150242,1,0,1
482179601,2,0,2
482179605,6,5,11
482179608,12,5,17
482179611,0,1,1
482179613,1,1,2
482199502,0,1,1
482199503,1,0,1
482199504,1,0,1
482199505,8,2,10
482211601,6,3,9
482211602,14,18,32
482211603,4,5,9
482239503,3,3,6
482239504,16,6,22
482239505,2,4,6
482239506,0,1,1
482259501,1,2,3
482259503,8,4,12
482259504,0,1,1
482259505,2,0,2
482279504,15,20,35
482279505,7,9,16
482279506,1,2,3
482279507,1,0,1
482279508,6,4,10
482279509,7,9,16
482319602,1,0,1
482319604,1,0,1
482319605,0,1,1
482319606,5,1,6
482319607,2,1,3
482319608,0,1,1
482319609,5,5,10
482319610,10,6,16
482319611,10,2,12
482319612,3,2,5
482319613,5,7,12
482339507,2,0,2
482339508,9,5,14
482339509,2,1,3
482339510,3,1,4
482379503,4,2,6
482399501,2,0,2
482399502,3,1,4
482399503,1,0,1
482419502,9,2,11
482419503,14,2,16
482419504,4,2,6
482419505,1,0,1
482419506,1,2,3
482419508,2,0,2
482439501,2,1,3
482450001,1,7,8
482450002,2,2,4
482450003,51,82,133
482450004,10,37,47
482450005,0,3,3
482450010,2,0,2
482450011,36,65,101
482450012,5,9,14
482450013,21,32,53
482450014,27,29,56
482450016,2,4,6
482450021,3,3,6
482450023,1,1,2
482450052,3,5,8
482450055,1,1,2
482450056,0,1,1
482450062,2,0,2
482450064,16,9,25
482450065,3,1,4
482450067,1,0,1
482450068,11,20,31
482450069,2,0,2
482450070,16,11,27
482450071,0,1,1
482450102,1,4,5
482450103,4,2,6
482450105,9,6,15
482450106,1,2,3
482450107,3,0,3
482450108,3,3,6
482450109,15,11,26
482450110,12,10,22
482450111,9,10,19
482450112,2,7,9
482450114,4,4,8
482450115,1,1,2
482479501,1,0,1
482479502,1,0,1
482479503,1,0,1
482499502,2,0,2
482499503,6,10,16
482499504,15,7,22
482499506,1,3,4
482499507,1,0,1
482511110,1,0,1
482511112,0,1,1
482511301,2,1,3
482511302,20,7,27
482511303,30,9,39
482511304,5,8,13
482511305,1,1,2
482511306,4,3,7
482511308,0,2,2
482511310,4,1,5
482511311,3,11,14
482530201,0,2,2
482530202,1,2,3
482530203,3,0,3
482530204,3,0,3
482530205,1,0,1
482559702,2,0,2
482559703,3,0,3
482570502,3,4,7
482570503,9,6,15
482570504,4,3,7
482570505,1,1,2
482570507,2,0,2
482570508,1,1,2
482570509,4,4,8
482570510,3,0,3
482570512,2,0,2
482570513,1,1,2
482579506,2,2,4
482591821,0,1,1
482599503,0,1,1
482599505,9,7,16
482599701,4,4,8
482599703,10,5,15
482599704,5,18,23
482599705,10,16,26
482659601,4,10,14
482659602,6,11,17
482659603,4,7,11
482659604,15,34,49
482659605,11,7,18
482659606,14,24,38
482659607,12,16,28
482659608,1,7,8
482679502,3,1,4
482719501,1,0,1
482730201,1,2,3
482730203,1,2,3
482730204,7,1,8
482730205,10,4,14
482759501,2,1,3
482770001,1,2,3
482770003,3,0,3
482770004,12,24,36
482770005,6,27,33
482770007,0,1,1
482770008,1,1,2
482770009,13,12,25
482770010,7,16,23
482799505,4,1,5
482799506,4,0,4
482819503,1,0,1
482819504,8,5,13
482859701,5,3,8
482859706,0,1,1
482859801,2,0,2
482859802,5,1,6
482859804,5,1,6
482859806,1,0,1
482879801,1,0,1
482879804,3,0,3
482899501,4,1,5
482899502,2,0,2
482910908,1,0,1
482911001,0,1,1
482911002,12,10,22
482911005,1,1,2
482911009,1,3,4
482911010,6,1,7
482911011,1,0,1
482911012,5,1,6
482939703,2,2,4
482939704,1,0,1
482939705,1,0,1
482939706,3,1,4
482939707,4,3,7
482979501,1,0,1
482979503,2,0,2
482999605,1,0,1
482999701,1,1,2
482999702,9,3,12
482999703,1,1,2
482999704,2,3,5
482999705,3,1,4
483030001,0,2,2
483030002,2,1,3
483030003,7,5,12
483030004,60,67,127
483030005,41,103,144
483030006,3,5,8
483030007,5,6,11
483030013,0,2,2
483030014,1,1,2
483030015,7,14,21
483030016,62,198,260
483030017,42,39,81
483030018,20,19,39
483030019,23,26,49
483030020,4,4,8
483030021,8,26,34
483030022,0,8,8
483030023,7,6,13
483030024,1,1,2
483030025,1,0,1
483030101,2,2,4
483030103,3,2,5
483030104,27,34,61
483030105,51,61,112
483030106,2,0,2
483059502,3,1,4
483079503,3,2,5
483079504,3,0,3
483090001,0,2,2
483090002,1,0,1
483090003,1,1,2
483090004,1,1,2
483090005,0,1,1
483090006,1,1,2
483090007,4,0,4
483090008,0,1,1
483090009,28,45,73
483090010,9,0,9
483090011,1,0,1
483090013,2,1,3
483090015,1,2,3
483090016,5,0,5
483090020,2,1,3
483090021,2,0,2
483090022,3,11,14
483090023,2,2,4
483090024,6,4,10
483090025,48,90,138
483090026,6,20,26
483090027,3,16,19
483090028,8,18,26
483090029,3,2,5
483090030,14,7,21
483090031,2,0,2
483090034,1,1,2
483090035,1,0,1
483090036,1,0,1
483090037,34,22,56
483090038,6,8,14
483090039,10,17,27
483090040,5,6,11
483090041,3,1,4
483090042,5,3,8
483139802,2,0,2
483139804,3,4,7
483159504,4,3,7
483170101,3,1,4
483199501,2,0,2
483210618,1,0,1
483210619,2,2,4
483211301,0,2,2
483211302,15,7,22
483211303,4,2,6
483211305,0,1,1
483211306,2,0,2
483239502,2,1,3
483239503,4,3,7
483239504,1,0,1
483239505,18,8,26
483239506,4,2,6
483259901,5,4,9
483259903,2,1,3
483259905,3,3,6
483279501,1,0,1
483290001,0,1,1
483290002,3,11,14
483290003,17,24,41
483290004,2,2,4
483290005,16,38,54
483290006,3,2,5
483290009,3,2,5
483290011,11,14,25
483290015,1,0,1
483290101,45,49,94
483319504,3,1,4
483319507,2,4,6
483339501,1,2,3
483339502,2,0,2
483359501,1,0,1
483359502,3,1,4
483379503,4,0,4
483379504,1,0,1
483379505,6,2,8
483379506,1,0,1
483390901,15,17,32
483390902,135,155,290
483390903,5,3,8
483390904,1,1,2
483390905,4,4,8
483390906,55,68,123
483390907,8,4,12
483390908,3,1,4
483390910,7,1,8
483390911,4,1,5
483390912,13,17,30
483391902,1,0,1
483419503,11,8,19
483419504,2,0,2
483439501,3,1,4
483459501,1,0,1
483479501,1,0,1
483479502,0,1,1
483479503,2,6,8
483479504,7,7,14
483479505,32,47,79
483479506,3,0,3
483479507,1,1,2
483479509,1,2,3
483479510,9,19,28
483479511,0,1,1
483499702,1,3,4
483499703,12,11,23
483499705,5,1,6
483499706,0,1,1
483499708,6,18,24
483499710,0,1,1
483499804,1,0,1
483519501,1,1,2
483519502,2,0,2
483539502,0,2,2
483539504,8,2,10
483550001,0,1,1
483550003,3,6,9
483550006,2,1,3
483550010,28,15,43
483550012,34,121,155
483550013,6,14,20
483550014,5,15,20
483550017,1,0,1
483550018,2,0,2
483550019,3,2,5
483550020,0,2,2
483550021,69,70,139
483550022,3,2,5
483550023,4,5,9
483550024,4,8,12
483550025,20,33,53
483550026,6,6,12
483550027,35,38,73
483550029,2,2,4
483550030,7,6,13
483550031,3,8,11
483550032,32,26,58
483550033,42,48,90
483550034,4,16,20
483550036,14,8,22
483550037,2,0,2
483550050,1,2,3
483550051,18,30,48
483550054,68,60,128
483550056,1,0,1
483550058,5,6,11
483550061,1,0,1
483579501,1,0,1
483579503,3,0,3
483579504,0,1,1
483599501,1,0,1
483610202,2,1,3
483610205,1,1,2
483610207,3,2,5
483610208,10,6,16
483610209,4,3,7
483610212,1,1,2
483610213,3,3,6
483610217,1,0,1
483610218,0,1,1
483610220,2,0,2
483610223,4,2,6
483610224,5,1,6
483639802,1,0,1
483639804,11,4,15
483639805,1,1,2
483639807,1,0,1
483639808,2,2,4
483639809,2,4,6
483659501,1,1,2
483659504,8,5,13
483671108,0,1,1
483671142,1,0,1
483671401,4,8,12
483671402,17,4,21
483671403,1,2,3
483671404,5,1,6
483671405,0,2,2
483671406,7,2,9
483671407,16,22,38
483671602,0,1,1
483699502,3,0,3
483719501,3,0,3
483719503,1,0,1
483719504,6,1,7
483732101,5,8,13
483732102,9,7,16
483732103,2,1,3
483732105,3,1,4
483750101,10,2,12
483750102,2,7,9
483750104,10,11,21
483750105,2,1,3
483750106,1,2,3
483750112,0,5,5
483750113,0,3,3
483750114,5,5,10
483750115,6,5,11
483750116,1,7,8
483750117,70,66,136
483750118,3,8,11
483750119,4,1,5
483750120,2,4,6
483750121,1,2,3
483750128,1,0,1
483750131,1,13,14
483750132,9,25,34
483750133,28,61,89
483750136,1,0,1
483750141,1,0,1
483750143,5,8,13
483779501,2,0,2
483779502,0,1,1
483799502,1,0,1
483810101,1,0,1
483810102,2,0,2
483810104,1,7,8
483810201,2,4,6
483810202,3,2,5
483810204,2,4,6
483810206,1,0,1
483810208,1,0,1
483810209,0,1,1
483810210,1,1,2
483810211,8,7,15
483810212,6,0,6
483810213,2,5,7
483810215,2,0,2
483810216,61,88,149
483810217,9,5,14
483810218,10,4,14
483810219,0,1,1
483839501,3,1,4
483859501,2,0,2
483879503,0,1,1
483879505,2,3,5
483879506,1,0,1
483899504,3,1,4
483919502,1,0,1
483950001,1,0,1
483959603,2,0,2
483959605,3,0,3
483970181,0,1,1
483970401,11,9,20
483970402,1,2,3
483970403,13,22,35
483970404,2,2,4
483970405,24,46,70
483990016,0,1,1
483999502,3,3,6
483999504,4,2,6
484010105,1,0,1
484010107,0,1,1
484019501,1,0,1
484019502,0,1,1
484019503,2,0,2
484019504,1,0,1
484019505,1,0,1
484019507,9,7,16
484019509,11,5,16
484019511,0,1,1
484039502,2,0,2
484039503,4,0,4
484059502,3,0,3
484072002,3,0,3
484090102,4,5,9
484090103,4,1,5
484090106,11,10,21
484090107,1,0,1
484090108,2,1,3
484090110,5,0,5
484090113,1,1,2
484119502,1,1,2
484139501,2,0,2
484159501,3,0,3
484159503,7,2,9
484159504,1,0,1
484179501,2,0,2
484199501,0,1,1
484199504,12,1,13
484199506,0,2,2
484219501,1,0,1
484230001,0,1,1
484230002,3,3,6
484230003,1,0,1
484230004,0,1,1
484230005,6,6,12
484230006,0,3,3
484230008,20,19,39
484230009,54,131,185
484230010,8,8,16
484230011,19,57,76
484230012,3,5,8
484230013,2,0,2
484230014,14,12,26
484230015,2,0,2
484230016,1,2,3
484230017,17,34,51
484230018,24,29,53
484230019,27,45,72
484230020,39,59,98
484230021,1,7,8
484259901,3,1,4
484259902,1,0,1
484279501,8,2,10
484279505,2,0,2
484279506,2,1,3
484279507,1,0,1
484299502,3,0,3
484299503,5,0,5
484339502,2,0,2
484359502,3,0,3
484379503,6,0,6
484390164,0,2,2
484391001,2,2,4
484391002,1,0,1
484391003,2,1,3
484391004,1,0,1
484391005,0,1,1
484391006,4,3,7
484391008,2,0,2
484391009,1,1,2
484391013,1,2,3
484391014,2,3,5
484391015,1,1,2
484391018,7,38,45
484391019,2,15,17
484391020,3,6,9
484391021,34,50,84
484391022,21,25,46
484391023,2,1,3
484391024,12,25,37
484391025,0,1,1
484391026,10,12,22
484391027,12,28,40
484391028,47,89,136
484391029,35,149,184
484391030,33,49,82
484391031,2,7,9
484391035,1,0,1
484391036,0,1,1
484391037,1,1,2
484391038,0,1,1
484391039,2,0,2
484391040,28,55,83
484391041,2,6,8
484391042,18,20,38
484391043,10,9,19
484391044,2,7,9
484391045,5,1,6
484391046,2,1,3
484391047,14,16,30
484391048,2,1,3
484391050,7,3,10
484391051,13,19,32
484391052,6,5,11
484391053,10,4,14
484391054,62,120,182
484391055,90,105,195
484391056,3,2,5
484391057,10,4,14
484391059,4,1,5
484391060,3,0,3
484391061,0,2,2
484391062,2,0,2
484391063,1,0,1
484391065,13,25,38
484391067,0,1,1
484391101,3,3,6
484391102,2,0,2
484391103,3,1,4
484391104,6,1,7
484391105,2,1,3
484391106,2,7,9
484391107,1,3,4
484391108,4,8,12
484391109,16,21,37
484391110,18,15,33
484391111,3,0,3
484391112,8,7,15
484391113,18,13,31
484391114,23,15,38
484391115,111,131,242
484391130,22,31,53
484391131,41,56,97
484391132,39,38,77
484391133,5,3,8
484391134,4,9,13
484391135,45,69,114
484391136,104,149,253
484391137,33,42,75
484391138,21,17,38
484391139,57,79,136
484391140,5,1,6
484391141,8,8,16
484391142,12,7,19
484391216,45,124,169
484391217,38,56,94
484391218,0,2,2
484391219,2,0,2
484391220,0,1,1
484391221,1,0,1
484391222,1,1,2
484391223,1,1,2
484391224,3,0,3
484391225,10,3,13
484391226,1,4,5
484391227,1,2,3
484391228,3,0,3
484391229,2,2,4
484391404,0,1,1
484410101,1,2,3
484410102,32,38,70
484410105,0,1,1
484410106,2,0,2
484410107,0,1,1
484410108,2,10,12
484410109,3,1,4
484410110,1,3,4
484410111,2,16,18
484410113,1,2,3
484410114,3,4,7
484410115,1,9,10
484410116,0,3,3
484410118,0,1,1
484410120,8,12,20
484410123,7,10,17
484410125,6,4,10
484410126,6,13,19
