1	10	243580	283108	92120
1	30	238911	293445	96221
1	50	47198	55980	20512
1	70	38350	49062	15226
1	90	224827	275643	96792
1	110	75496	92292	24402
1	130	36811	49927	8520
1	150	30439	33360	11071
2	10	33177	34275	12758
2	30	32617	32543	9534
2	50	65986	79984	27498
2	70	9264	9526	3221
2	90	12411	14476	6429
2	110	35955	38766	13411
2	130	9585	11106	5280
2	150	7757	8533	4056
2	170	15792	15853	6867
2	190	45460	52142	14158
2	210	5674	5791	2532
2	230	9584	10918	3288
2	250	15424	15034	5678
2	270	9601	9963	3362
2	290	11331	11305	5076
2	310	44764	49747	17770
3	10	38731	45955	30725
3	30	43455	48563	20931
3	50	149920	161974	62060
3	70	2212	3273	1654
3	90	190593	221872	84384
3	110	18616	23998	8668
3	130	137657	151285	57751
3	150	41395	59622	13826
3	170	402505	528887	158344
3	190	1212	1866	877
3	210	177790	219727	76775
3	230	140983	147887	42517
3	250	174007	272235	84808
3	270	202444	228628	83211
4	10	13188	15091	5671
4	30	7640	9489	4539
4	50	19709	22515	7664
4	70	10914	11357	4983
4	90	20230	25423	8133
4	110	91308	105390	28214
4	130	30732	36542	12371
4	150	61985	76542	17809
4	170	27970	33112	8771
4	190	11372	12587	4812
5	10	14366	15637	5865
5	30	47575	54681	17570
5	50	25123	31651	9240
5	70	164775	196205	84649
5	90	30261	36955	9598
6	10	10410	11394	2852
6	30	10548	11627	4691
6	50	8596	9083	3252
6	70	39361	49453	8788
6	90	2117	2118	782
6	110	12406	12106	3917
6	130	1513	1656	533
6	150	5586	6713	1773
6	170	7687	8269	2727
6	190	8073	7960	2887
6	210	18249	21031	7721
6	230	16772	19476	6529
6	250	11160	13859	4889
6	270	15312	18456	6825
11	10	34498	38303	8492
11	30	127038	150548	37440
11	50	30309	32576	13247
12	10	57646	64589	30787
12	30	225909	295470	105276
12	50	122963	139251	28682
12	70	153440	168577	49232
12	90	22012	24875	16733
12	110	44956	45195	15516
12	130	269584	300529	98761
12	150	68230	74297	17723
12	170	164237	198788	69932
12	190	28573	33037	8104
12	210	91699	113506	35200
12	230	180609	229381	52732
12	250	160537	177052	59536
12	270	129466	155685	35796
12	290	100420	106648	71809
12	310	138530	159468	53141
12	330	21302	21883	7538
12	350	60967	75159	18282
12	370	40457	46175	10135
12	390	140136	172995	64667
12	410	26569	29984	10189
13	10	82425	105683	38594
13	30	19182	17438	5979
13	50	385305	407745	151298
13	70	65088	74867	27645
13	90	29160	28561	10784
13	110	26289	27152	10447
13	130	46366	48750	20879
13	150	31446	32837	12500
13	170	16938	16461	6162
13	190	27668	33314	6905
13	210	17895	19550	9421
13	230	16923	18063	5429
13	250	15295	14699	6867
13	270	78017	91682	27146
13	290	308559	352802	126176
13	310	11501	11766	5269
13	330	15819	14531	5731
13	350	17582	17533	8238
13	370	20072	20324	7031
13	390	12299	12917	6945
