09001,895030
09003,877312
09005,187745
09007,164794
09009,846101
09011,264519
09013,148406
09015,117345
23001,106877
23003,71676
23005,276047
23007,29857
23009,53137
23011,120959
23013,40686
23015,34628
23017,56741
23019,148651
23021,16961
23023,36332
23025,51377
23027,38342
23029,32499
23031,201686
25001,221049
25003,129395
25005,545823
25007,15527
25009,736457
25011,71735
25013,460840
25015,154983
25017,1482478
25019,11215
25021,659909
25023,492066
25025,732684
25027,783806
33001,61281
33003,47408
33005,77170
33007,31971
33009,85921
33011,402042
33013,148161
33015,297350
33017,121914
33019,42591
44001,49838
44003,168058
44005,80478
44007,626150
44009,126264
50001,36617
50003,36382
50005,30470
50007,152782
50009,6500
50011,47949
50013,7729
50015,24833
50017,28917
50019,27189
50021,63331
50023,58829
50025,43176
50027,56566
10001,155415
10003,529641
10005,188036
34001,270681
34003,894840
34005,445475
34007,517234
34009,95838
34011,156830
34013,770675
34015,287860
34017,595419
34019,129031
34021,364883
34023,789102
34025,642448
34027,487548
34029,569111
34031,490948
34033,66141
34035,324563
34037,150909
34039,523249
34041,109876
36001,298130
36003,49649
36005,1391903
36007,195018
36009,79688
36011,79823
36013,133789
36015,87813
36017,50898
36019,81947
36021,62006
36023,48302
36025,46085
36027,292878
36029,909845
36031,37826
36033,50521
36035,55024
36037,57821
36039,48992
36041,5021
36043,62200
36045,118046
36047,2556598
36049,26176
36051,63154
36053,69766
36055,732762
36057,48679
36059,1351625
36061,1634795
36063,214464
36065,231590
36067,452633
36069,104475
36071,379647
36073,42135
36075,121395
36077,61962
36079,99244
36081,2293007
36083,155261
36085,487407
36087,298545
36089,109701
36091,217191
36093,151427
36095,31910
36097,18888
36099,34086
36101,96573
36103,1512224
36105,76189
36107,50171
36109,101136
36111,181670
36113,65971
36115,62804
36117,91564
36119,953943
36121,41652
36123,24652
42001,101119
42003,1215103
42005,68790
42007,172476
42009,49727
42011,403595
42013,125174
42015,61233
42017,621643
42019,182902
42021,144319
42023,5266
42025,63558
42027,144779
42029,491489
42031,39989
42033,82896
42035,37038
42037,65004
42039,88411
42041,229361
42043,256562
42045,553619
42047,32268
42049,279175
42051,143925
42053,6825
42055,143495
42057,14935
42059,39344
42061,45543
42063,87479
42065,45105
42067,23146
42069,209408
42071,502370
42073,90272
42075,128934
42077,339989
42079,311983
42081,116670
42083,43537
42085,116652
42087,46062
42089,165058
42091,778048
42093,17705
42095,294787
42097,91091
42099,45185
42101,1447395
42103,59664
42105,16720
42107,147254
42109,38074
42111,77454
42113,6124
42115,40831
42117,40574
42119,43640
42121,54423
42123,40728
42125,206407
42127,52016
42129,361589
42131,27759
42133,424583
17001,66897
17003,8152
17005,18253
17007,54142
17009,6573
17011,34933
17013,5101
17015,15841
17017,13574
17019,193636
17021,34501
17023,16834
17025,13767
17027,36711
17029,52172
17031,5294664
17033,19555
17035,10846
17037,106321
17039,16354
17041,19448
17043,930528
17045,18692
17047,6501
17049,34275
17051,20981
17053,14050
17055,39488
17057,36719
17059,5982
17061,13644
17063,47958
17065,8267
17067,18691
17069,4381
17071,7477
17073,49569
17075,30285
17077,58264
17079,9698
17081,40083
17083,22622
17085,22188
17087,13731
17089,507579
17091,112524
17093,103460
17095,51857
17097,712453
17099,112474
17101,16681
17103,35129
17105,37681
17107,29788
17109,32788
17111,318641
17113,165298
17115,108328
17117,48138
17119,268078
17121,39505
17123,12670
17125,15076
17127,15070
17129,12464
17131,16481
17133,32804
17135,29773
17137,35251
17139,14374
17141,55167
17143,183655
17145,22484
17147,16505
17149,16519
17151,4079
17153,6362
17155,6003
17157,32641
17159,15532
17161,146886
17163,262291
17165,25944
17167,194925
17169,6916
17171,5181
17173,21748
17175,6135
17177,46367
17179,131524
17181,18191
17183,80680
17185,12047
17187,17541
17189,14728
17191,16494
17193,14671
17195,59153
17197,681097
17199,64628
17201,300252
17203,38503
18001,33985
18003,350523
18005,75360
18007,8769
18009,13093
18011,55027
18013,14550
18015,19864
18017,39123
18019,106673
18021,26703
18023,34069
18025,10624
18027,30147
18029,49985
18031,24998
18033,41884
18035,114685
18037,41449
18039,199137
18041,24265
18043,73780
18045,17041
18047,23343
18049,20319
18051,32666
18053,68609
18055,32577
18057,269785
18059,67282
18061,37067
18063,137240
18065,47162
18067,83381
18069,37570
18071,42193
18073,32544
18075,21412
18077,32820
18079,28040
18081,139158
18083,38057
18085,76275
18087,37172
18089,493800
18091,110888
18093,45913
18095,131501
18097,880380
18099,46709
18101,9969
18103,36219
18105,128992
18107,37805
18109,70668
18111,13933
18113,47601
18115,5773
18117,19571
18119,22375
18121,17152
18123,18929
18125,12569
18127,162181
18129,26079
18131,13712
18133,37183
18135,25801
18137,27400
18139,17297
18141,266680
18143,23627
18145,44186
18147,20111
18149,23658
18151,33368
18153,21328
18155,9696
18157,164237
18159,15923
18161,7157
18163,174729
18165,16234
18167,105968
18169,32706
18171,8547
18173,57656
18175,27949
18177,67795
18179,27964
18181,23800
18183,32667
26001,11556
26003,9438
26005,112975
26007,29520
26009,24109
26011,16361
26013,8528
26015,58890
26017,107495
26019,17396
26021,159481
26023,45726
26025,135861
26027,50185
26029,25936
26031,26354
26033,38971
26035,30312
26037,69726
26039,14463
26041,37179
26043,26812
26045,106781
26047,33535
26049,428790
26051,25920
26053,16043
26055,86071
26057,42245
26059,46212
26061,35174
26063,32805
26065,277528
26067,63833
26069,25932
26071,12001
26073,66778
26075,160180
26077,245912
26079,17066
26081,605213
26083,2202
26085,11014
26087,90875
26089,21783
26091,100801
26093,182575
26095,6614
26097,10624
26099,830663
26101,24640
26103,65492
26105,28782
26107,41562
26109,24202
26111,82605
26113,15001
26115,152949
26117,62971
26119,10335
26121,174344
26123,48897
26125,1202174
26127,27598
26129,21016
26131,6819
26133,22930
26135,8836
26137,23808
26139,260364
26141,13650
26143,25042
26145,200745
26147,168894
26149,62232
26151,43024
26153,8220
26155,70880
26157,56187
26159,77801
26161,347376
26163,1949929
26165,31673
39001,28213
39003,105168
39005,55125
39007,100648
39009,63255
39011,46576
39013,67975
39015,43960
39017,360765
39019,28439
39021,39650
39023,139859
39025,195385
39027,43200
39029,107873
39031,35981
39033,43696
39035,1283925
39037,52027
39039,38637
39041,165026
39043,77062
39045,142223
39047,28319
39049,1129067
39051,42485
39053,30912
39055,94753
39057,159190
39059,40177
39061,851494
39063,74273
39065,31948
39067,15387
39069,28841
39071,42349
39073,28975
39075,41445
39077,59659
39079,33270
39081,68526
39083,59324
39085,234030
39087,62573
39089,157721
39091,46220
39093,304373
39095,440456
39097,41861
39099,237978
39101,65768
39103,171210
39105,22722
39107,40818
39109,101085
39111,14221
39113,534626
39115,14510
39117,34455
39119,85087
39121,14333
39123,40823
39125,19096
39127,35241
39129,54544
39131,27967
39133,155991
39135,41643
39137,34543
39139,124999
39141,76073
39143,60637
39145,76587
39147,56461
39149,48919
39151,379214
39153,542562
39155,211317
39157,91348
39159,48223
39161,28748
39163,13281
39165,207353
39167,61567
39169,113812
39171,38158
39173,125340
39175,22354
55001,20325
55003,16295
55005,45590
55007,14926
55009,245018
55011,13741
55013,16196
55015,44727
55017,60456
55019,33553
55021,55196
55023,16885
55025,482705
55027,87912
55029,27771
55031,43774
55033,42688
55035,98286
55037,4652
55039,99453
55041,9846
55043,49238
55045,36090
55047,18566
55049,23604
55051,6197
55053,19904
55055,80792
55057,26633
55059,164465
55061,20388
55063,112627
55065,15871
55067,20165
55069,29499
55071,80641
55073,130962
55075,42288
55077,15060
55078,4571
55079,953328
55081,43350
55083,37529
55085,36031
55087,174993
55089,85874
55091,7357
55093,40254
55095,44270
55097,68744
55099,14278
55101,199510
55103,17982
55105,160213
55107,14389
55109,82487
55111,59013
55113,17117
55115,40972
55117,114561
55119,19308
55121,27790
55123,29090
55125,21919
55127,100749
55129,16712
55131,129477
55133,380629
55135,51858
55137,24760
55139,162111
55141,73756
19001,7506
19003,4040
19005,14538
19007,12850
19009,6033
19011,26532
19013,128347
19015,26349
19017,23690
19019,21032
19021,19702
19023,14644
19025,9887
19027,20926
19029,13840
19031,18079
19033,43786
19035,11552
19037,12121
19039,9032
19041,16691
19043,17566
19045,48942
19047,16415
19049,59930
19051,8569
19053,8409
19055,17301
19057,40629
19059,16775
19061,92724
19063,10457
19065,20273
19067,16183
19069,10477
19071,7446
19073,9293
19075,12183
19077,10956
19079,15357
19081,11354
19083,17371
19085,15222
19087,20213
19089,9484
19091,9514
19093,6862
19095,15877
19097,19965
19099,36583
19101,15463
19103,128094
19105,20346
19107,10697
19109,15463
19111,35408
19113,208574
19115,11725
19117,9290
19119,11234
19121,15507
19123,22321
19125,32571
19127,39523
19129,15113
19131,10710
19133,8966
19135,7577
19137,10870
19139,42504
19141,13952
19143,6444
19145,15664
19147,9345
19149,24323
19151,7560
19153,424778
19155,89647
19157,18590
19159,5156
19161,10311
19163,164690
19165,12131
19167,32200
19169,86754
19171,17690
19173,6298
19175,12261
19177,7676
19179,35513
19181,45059
19183,21343
19185,6253
19187,38517
19189,10901
19191,20913
19193,102559
19195,7661
19197,12903
20001,13319
20003,7984
20005,16481
20007,4674
20009,27703
20011,14851
20013,10009
20015,63562
20017,2804
20019,3768
20021,21082
20023,2742
20025,2108
20027,8859
20029,9453
20031,8409
20033,1950
20035,34065
20037,38868
20039,2912
20041,19328
20043,7753
20045,114748
20047,3082
20049,3047
20051,27801
20053,6250
20055,40998
20057,33293
20059,26562
20061,31171
20063,2548
20065,2592
20067,7395
20069,5688
20071,1266
20073,6861
20075,2631
20077,5857
20079,33675
20081,3919
20083,1948
20085,13240
20087,18421
20089,3142
20091,534093
20093,4159
20095,7719
20097,2541
20099,21871
20101,1743
20103,74276
20105,3261
20107,9616
20109,2593
20111,35562
20113,29044
20115,12100
20117,10178
20119,4359
20121,30989
20123,6292
20125,34395
20127,6037
20129,2978
20131,10112
20133,16223
20135,2945
20137,5370
20139,16327
20141,3804
20143,6026
20145,6291
20147,5339
20149,19695
20151,9411
20153,2503
20155,63427
20157,4812
20159,10060
20161,71069
20163,5136
20165,3232
20167,6641
20169,54657
20171,4577
20173,482863
20175,23016
20177,174709
20179,2510
20181,6013
20183,3901
20185,4326
20187,2148
20189,5056
20191,23616
20193,7277
20195,2882
20197,6922
20199,1404
20201,5791
20203,2148
20205,9698
20207,3285
20209,154287
27001,15736
27003,327090
27005,32000
27007,43835
27009,39878
27011,5365
27013,60401
27015,25862
27017,33933
27019,90043
27021,28732
27023,12414
27025,50257
27027,55767
27029,8249
27031,5437
27033,11283
27035,62172
27037,392755
27039,19751
27041,36258
27043,14624
27045,20850
27047,30927
27049,45897
27051,6005
27053,1140988
27055,19245
27057,18810
27059,39105
27061,44512
27063,10734
27065,16091
27067,40679
27069,4462
27071,13251
27073,7165
27075,10609
27077,3985
27079,28042
27081,5837
27083,24844
27085,37165
27087,5128
27089,9502
27091,20435
27093,23143
27095,26377
27097,32893
27099,37859
27101,8389
27103,32027
27105,20365
27107,6605
27109,141360
27111,56786
27113,13747
27115,28297
27117,9395
27119,30694
27121,11030
27123,501428
27125,4069
27127,15493
27129,15861
27131,62390
27133,9476
27135,15865
27137,196864
27139,128937
27141,87660
27143,14954
27145,147076
27147,36546
27149,9661
27151,11035
27153,23917
27155,3660
27157,21813
27159,13311
27161,19443
27163,229173
27165,10860
27167,6286
27169,49879
27171,119701
27173,9958
29001,24943
29003,16923
29005,6031
29007,26049
29009,36301
29011,12531
29013,17075
29015,18349
29017,11990
29019,154365
29021,89408
29023,41383
29025,9248
29027,43464
29029,40664
29031,73243
29033,9756
29035,5890
29037,98429
29039,13652
29041,7740
29043,75479
29045,7180
29047,215707
29049,21094
29051,74313
29053,17535
29055,23970
29057,7418
29059,16844
29061,7911
29063,12275
29065,15199
29067,13438
29069,31454
29071,100898
29073,15261
29075,6185
29077,266944
29079,10125
29081,8844
29083,22179
29085,9048
29087,4905
29089,9918
29091,39000
29093,9918
29095,668417
29097,116813
29099,217679
29101,52016
29103,4020
29105,35524
29107,32913
29109,37757
29111,9951
29113,52775
29115,12580
29117,14213
29119,22731
29121,15621
29123,12276
29125,9046
29127,28225
29129,3523
29131,24949
29133,13504
29135,15121
29137,9127
29139,11804
29141,20861
29143,17589
29145,56120
29147,22054
29149,10264
29151,13465
29153,9227
29155,18515
29157,18743
29159,41006
29161,42205
29163,18476
29165,85896
29167,30404
29169,44546
29171,4862
29173,9832
29175,25723
29177,23445
29179,6388
29181,13485
29183,349407
29185,9270
29186,17720
29187,63214
29189,991830
29195,22505
29197,4110
29199,4798
29201,40673
29203,8423
29205,6411
29207,29537
29209,31551
29211,6629
29213,47023
29215,24598
29217,20009
29219,31214
29221,24548
29223,12652
29225,36473
29227,2039
29229,18443
29510,354361
31001,33238
31003,6679
31005,338
31007,735
31009,428
31011,5446
31013,11043
31015,2090
31017,3149
31019,45354
31021,7023
31023,8326
31025,25598
31027,8407
31029,3629
31031,5609
31033,9965
31035,6270
31037,9989
31039,9306
31041,10842
31043,20174
31045,8724
31047,24665
31049,1880
31051,6293
31053,35872
31055,502032
31057,2002
31059,6001
31061,3103
31063,2584
31065,4645
31067,23035
31069,1765
31071,1710
31073,1926
31075,604
31077,2290
31079,56401
31081,9300
31083,3322
31085,1005
31087,2836
31089,10233
31091,736
31093,6593
31095,7405
31097,4499
31099,6479
31101,7821
31103,836
31105,3534
31107,8498
31109,278728
31111,35582
31113,735
31115,619
31117,514
31119,34020
31121,7700
31123,4989
31125,3550
31127,7085
31129,4467
31131,15549
31133,2602
31135,2884
31137,9127
31139,7231
31141,32072
31143,5122
31145,10704
31147,8294
31149,1508
31151,13771
31153,150467
31155,20034
31157,36554
31159,16758
31161,5337
31163,2994
31165,1287
31167,6310
31169,5104
31171,583
31173,7102
31175,4182
31177,19812
31179,9274
31181,3508
31183,807
31185,14199
38001,2244
38003,10682
38005,6953
38007,811
38009,6338
38011,3019
38013,1820
38015,78689
38017,139918
38019,3841
38021,5237
38023,1986
38025,3318
38027,2388
38029,3377
38031,3447
38033,1640
38035,66585
38037,2415
38039,2359
38041,2378
38043,2290
38045,3986
38047,1943
38049,5168
38051,2639
38053,5674
38055,8337
38057,7854
38059,26255
38061,6511
38063,3166
38065,1695
38067,7419
38069,4091
38071,11234
38073,5628
38075,2245
38077,16334
38079,13657
38081,4048
38083,1266
38085,4232
38087,675
38089,22575
38091,1795
38093,20394
38095,2202
38097,7820
38099,10880
38101,55986
38103,4191
38105,19846
46003,2867
46005,15878
46007,3393
46009,7079
46011,29668
46013,35154
46015,5205
46017,2142
46019,9593
46021,1352
46023,8906
46025,3436
46027,13605
46029,26317
46031,4136
46033,7811
46035,18931
46037,5526
46039,4276
46041,5931
46043,2945
46045,4034
46047,7145
46049,2255
46051,7101
46053,4084
46055,1819
46057,5660
46059,3274
46061,3609
46063,1145
46065,16746
46067,7250
46069,1424
46071,2711
46073,1982
46075,1024
46077,5394
46079,11693
46081,23524
46083,39713
46085,3811
46087,5671
46089,2480
46091,4320
46093,23989
46095,1982
46097,2435
46099,179180
46101,6414
46103,98533
46105,2900
46107,2123
46109,9851
46111,2447
46113,13637
46115,6664
46117,2703
46119,1356
46121,10167
46123,5681
46125,8366
46127,14131
46129,5238
46135,21835
46137,2542
51001,38180
51003,94075
51005,16202
51007,12808
51009,32539
51011,14501
51013,209969
51015,71250
51017,4544
51019,66831
51021,6918
51023,32261
51025,17580
51027,23521
51029,15977
51031,53030
51033,27632
51035,29158
51036,7212
51037,12248
51041,303469
51043,14458
51045,5087
51047,46203
51049,9670
51051,16405
51053,26082
51057,11091
51059,1015302
51061,66839
51063,14821
51065,25544
51067,51477
51069,73898
51071,17249
51073,38656
51075,20956
51077,15969
51079,17964
51081,11955
51083,35412
51085,99716
51087,292599
51089,55316
51091,2426
51093,35472
51095,62414
51097,6830
51099,23170
51101,16040
51103,11466
51105,23448
51107,289995
51109,32716
51111,12941
51113,13639
51115,9038
51117,32162
51119,10585
51121,89967
51125,15321
51127,17825
51131,13415
51133,12915
51135,15892
51137,33139
51139,24164
51141,18844
51143,61123
51145,28006
51147,21823
51149,36089
51153,364734
51155,34987
51157,7158
51159,9144
51161,90867
51163,21570
51165,74394
51167,28831
51169,22850
51171,40777
51173,31905
51175,18480
51177,120031
51179,121736
51181,7128
51183,12148
51185,43787
51187,36663
51191,53038
