10001	310
10003	2057
10005	430
01001	36
01003	485
01005	20
01007	7
01009	20
01011	9
01013	21
01015	233
01017	34
01019	12
01021	17
01023	7
01025	20
01027	10
01029	1
01031	68
01033	110
01035	9
01037	1
01039	49
01041	6
01043	116
01045	43
01047	84
01049	55
01051	54
01053	37
01055	230
01057	13
01059	32
01061	12
01063	7
01065	4
01067	8
01069	393
01071	57
01073	4141
01075	2
01077	198
01079	12
01081	238
01083	72
01085	5
01087	23
01089	984
01091	18
01093	33
01095	114
01097	1299
01099	21
11001	5498
01101	749
01103	227
01105	6
01107	10
01109	34
01111	14
01113	29
01115	44
01117	546
01119	8
01121	69
01123	60
01125	552
01127	89
01129	7
01131	6
01133	15
12001	2407
12003	18
12005	418
12007	23
12009	1522
12011	5800
12013	8
12015	486
12017	366
12019	436
12021	1420
12023	136
12027	32
12029	8
12031	3402
12033	1099
12035	181
12037	17
12039	45
12041	5
12043	8
12045	16
12047	5
12049	12
12051	30
12053	317
12055	215
12057	4744
12059	14
12061	508
12063	52
12065	9
12067	3
12069	678
12071	1810
12073	872
12075	26
12079	10
12081	940
12083	695
12085	570
12086	10389
12087	279
12089	133
12091	600
12093	47
12095	3413
12097	358
12099	5327
12101	846
12103	3709
12105	1125
12107	83
12109	704
12111	458
12113	348
12115	1767
12117	1088
12119	153
12121	23
12123	21
12125	11
12127	1242
12129	17
12131	106
12133	16
13001	15
13005	14
13009	134
13011	4
13013	41
13015	99
13017	21
13019	10
13021	805
13023	9
13025	3
13027	6
13029	71
13031	105
13033	19
13035	12
13037	5
13039	60
13043	8
13045	181
13047	82
13049	4
13051	1145
13053	15
13055	10
13057	209
13059	360
13061	2
13063	282
13065	3
13067	1738
13069	66
13071	59
13073	720
13075	12
13077	145
13079	2
13081	38
13083	16
13085	20
13087	33
13089	4066
13091	29
13093	5
13095	306
13097	166
13099	7
13103	19
13105	14
13107	18
13109	13
13111	31
13113	330
13115	402
13117	260
13119	19
13121	5058
13123	34
13125	1
13127	281
13129	60
13131	19
13133	39
13135	1204
13137	51
13139	451
13141	4
13143	22
13145	51
13147	24
13149	1
13151	291
13153	233
13155	3
13157	39
13159	8
13161	8
13163	18
13165	3
13167	4
13169	22
13171	11
13173	6
13175	149
13177	50
13179	55
13181	5
13183	1
13185	235
13187	35
13189	18
13191	6
13193	7
13195	8
13197	3
13199	16
13201	11
13205	16
13207	53
13209	9
13211	20
13213	14
13215	747
13217	81
13219	164
13221	5
13223	46
13225	17
13227	48
13229	21
13231	4
13233	31
13235	20
13237	19
13241	33
13243	4
13245	1316
13247	153
13249	1
13251	7
13253	17
13255	93
13257	49
13259	6
13261	54
13263	1
13267	12
13269	2
13271	8
13273	6
13275	176
13277	112
13279	54
13281	22
13283	3
13285	126
13287	9
13289	1
13291	39
13293	46
13295	32
13297	66
13299	104
13301	4
13303	30
13305	39
13309	1
13311	25
13313	197
13315	1
13317	14
13319	1
13321	11
15001	445
15003	3973
15007	198
15009	405
16001	1329
16003	4
16005	233
16007	8
16009	9
16011	50
16013	107
16015	7
16017	97
16019	248
16021	12
16023	5
16027	212
16029	6
16031	39
16035	19
16037	1
16039	41
16041	6
16043	10
16045	14
16047	11
16049	17
16051	7
16053	13
16055	404
16057	62
16059	9
16061	3
16063	1
16065	45
16067	14
16069	112
16071	2
16073	2
16075	15
16077	3
16079	18
16081	10
16083	185
16085	35
16087	11
17001	224
17003	2
17005	19
17007	102
17009	2
17011	54
17013	6
17015	9
17017	4
17019	745
17021	28
17023	10
17025	13
17027	34
17029	111
17031	24332
17033	27
17035	2
17037	124
17039	17
17041	10
17043	4620
17045	14
17047	1
17049	86
17051	10
17053	14
17055	25
17057	34
17059	3
17061	12
17063	60
17065	6
17067	13
17069	4
17071	4
17073	36
17075	30
17077	214
17079	2
17081	107
17083	24
17085	22
17087	5
17089	925
17091	191
17093	89
17095	117
17097	2535
17099	159
17101	11
17103	71
17105	38
17107	18
17109	49
17111	442
17113	374
17115	296
17117	26
17119	386
17121	63
17123	8
17125	12
17127	9
17129	11
17131	9
17133	23
17135	26
17137	56
17139	8
17141	47
17143	1046
17145	20
17147	14
17149	14
17151	1
17155	1
17157	34
17159	39
17161	323
17163	576
17165	41
17167	1182
17169	4
17171	1
17173	15
17175	3
17177	74
17179	203
17181	24
17183	145
17185	12
17187	17
17189	12
17191	13
17193	7
17195	82
17197	1039
17199	167
17201	882
17203	53
18001	20
18003	1090
18005	213
18007	3
18009	12
18011	421
18013	16
18015	12
18017	52
18019	175
18021	22
18023	28
18025	1
18027	34
18029	62
18031	24
18033	47
18035	350
18037	94
18039	316
18041	29
18043	180
18045	5
18047	26
18049	18
18051	31
18053	118
18055	16
18057	1723
18059	117
18061	36
18063	299
18065	59
18067	161
18069	29
18071	57
18073	29
18075	13
18077	75
18079	14
18081	294
18083	96
18085	91
18087	20
18089	1099
18091	191
18093	67
18095	199
18097	4383
18099	56
18101	3
18103	33
18105	380
18107	47
18109	97
18111	4
18113	34
18115	1
18117	16
18119	8
18121	8
18123	16
18125	2
18127	375
18129	13
18131	8
18133	24
18135	19
18137	28
18139	14
18141	859
18143	20
18145	34
18147	7
18149	11
18151	30
18153	13
18155	2
18157	460
18159	16
18161	3
18163	638
18165	9
18167	359
18169	29
18171	5
18173	265
18175	24
18177	178
18179	48
18181	17
18183	36
19001	6
19003	3
19005	15
19007	16
19009	4
19011	10
19013	380
19015	35
19017	32
19019	19
19021	21
19023	4
19025	15
19027	36
19029	17
19031	12
19033	216
19035	19
19037	8
19039	7
19041	35
19043	15
19045	77
19047	12
19049	282
19051	11
19053	4
19055	16
19057	107
19059	39
19061	270
19063	11
19065	16
19067	13
19069	5
19071	5
19073	13
19075	6
19077	6
19079	17
19081	4
19083	14
19085	9
19087	31
19089	10
19091	5
19093	7
19095	13
19097	19
19099	31
19101	26
19103	1978
19105	15
19107	3
19109	11
19111	62
19113	498
19115	3
19117	8
19119	3
19121	14
19123	28
19125	55
19127	72
19129	15
19131	7
19133	14
19135	6
19137	13
19139	46
19141	12
19143	4
19145	25
19147	9
19149	28
19151	4
19153	1407
19155	128
19157	35
19159	12
19161	12
19163	501
19165	10
19167	36
19169	208
19171	9
19173	1
19175	15
19177	4
19179	75
19181	40
19183	26
19185	9
19187	86
19189	6
19191	39
19193	220
19197	12
20001	11
20003	8
20005	22
20007	8
20009	39
20011	28
20013	15
20015	105
20019	1
20021	16
20023	4
20025	4
20027	11
20029	15
20031	6
20033	1
20035	38
20037	70
20039	6
20041	18
20043	4
20045	285
20047	3
20049	1
20051	96
20053	5
20055	52
20057	53
20059	24
20061	38
20063	7
20065	2
20067	7
20069	1
20071	3
20073	7
20075	3
20077	7
20079	93
20081	2
20083	1
20085	20
20087	17
20091	2945
20093	3
20095	3
20097	2
20099	47
20101	1
20103	114
20105	1
20107	3
20109	4
20111	55
20113	39
20115	10
20117	9
20119	4
20121	37
20123	10
20125	49
20127	10
20129	8
02013	1
20131	10
20133	19
20135	3
20137	6
20139	9
20141	1
20143	8
20145	15
20147	4
20149	24
20151	12
20153	3
20155	150
20157	7
20159	5
02016	4
20161	176
20163	5
20165	4
20167	10
20169	174
20171	5
20173	1609
20175	39
20177	585
20179	2
20181	4
20183	6
20185	3
20187	3
20189	2
20191	13
20193	9
20195	4
20197	2
20199	1
02020	1149
20201	3
20203	2
20205	11
20207	1
20209	762
02050	21
02060	1
02070	13
02090	237
02100	10
21001	19
21003	8
21005	18
21007	2
21009	95
21011	4
21013	46
21015	194
21017	31
21019	214
21021	111
21023	5
21025	24
21027	10
21029	36
21031	3
21033	11
21035	73
21037	167
21039	3
21041	7
21043	13
21045	7
21047	117
21049	61
21051	22
21053	7
21055	5
21057	5
21059	233
21061	4
21063	3
21065	7
21067	2341
21069	15
21071	79
21073	85
21075	14
21077	2
21079	10
21081	17
21083	41
21085	37
21087	8
21089	108
21091	2
21093	240
21095	40
21097	24
21099	10
02110	94
21101	82
21103	9
21105	3
21107	174
21109	3
21111	3753
21113	125
21115	38
21117	487
21119	10
21121	29
21123	5
21125	117
21127	20
21129	4
21131	10
21133	35
21135	10
21137	19
21139	11
21141	23
21143	6
21145	263
21147	11
21149	2
21151	136
21153	3
21155	21
21157	30
21159	6
21161	49
21163	13
21165	1
21167	15
21169	3
21171	9
21173	28
21175	8
21177	32
21179	44
21181	6
21183	16
21185	234
21187	5
21189	1
21191	6
21193	103
21195	182
21197	5
21199	161
21201	1
21203	15
21205	73
21207	18
21209	76
21211	70
21213	12
21215	8
21217	39
21219	3
02122	105
21221	11
21223	3
21225	8
21227	316
21229	11
21231	16
21233	4
21235	77
21237	4
21239	57
02130	35
02150	32
02170	123
02180	11
02185	5
02188	8
22001	52
22003	20
22005	111
22007	10
22009	32
02201	11
22011	38
22013	4
22015	167
22017	1785
22019	435
22021	8
22023	2
22025	3
22027	12
22029	16
22031	15
22033	1706
22035	6
22037	18
22039	48
22041	10
22043	7
22045	128
22047	36
22049	4
22051	2051
22053	32
22055	835
22057	159
22059	10
22061	88
22063	53
22065	8
22067	25
22069	50
22071	2623
22073	462
22075	20
22077	17
22079	461
22081	3
22083	25
22085	12
22087	13
22089	47
22091	6
22093	24
22095	51
22097	150
22099	34
22101	61
22103	867
22105	149
22107	2
22109	220
22111	9
22113	47
22115	62
22117	46
22119	47
22121	10
22123	6
22125	15
22127	12
02220	36
02232	2
02240	5
02261	11
02280	14
02290	1
23001	339
23003	179
23005	1925
23007	98
23009	199
23011	502
23013	176
23015	128
23017	81
23019	651
23021	39
23023	79
23025	68
23027	90
23029	68
23031	464
24001	215
24003	1562
24005	4506
24009	160
24011	19
24013	267
24015	147
24017	161
24019	68
24021	563
24023	39
24025	505
24027	2087
24029	79
24031	8984
24033	1778
24035	49
24037	137
24039	25
24041	243
24043	363
24045	347
24047	115
24510	5460
25001	895
25003	668
25005	1035
25007	70
25009	2137
25011	150
25013	1594
25015	726
25017	8947
25019	22
25021	4763
25023	1074
25025	10059
25027	3200
26001	10
26003	11
26005	137
26007	93
26009	34
26011	11
26013	11
26015	64
