10001	251
10003	1709
10005	357
01001	29
01003	321
01005	25
01007	15
01009	24
01011	11
01013	17
01015	225
01017	34
01019	13
01021	20
01023	11
01025	23
01027	6
01029	3
01031	66
01033	105
01035	9
01037	1
01039	43
01041	7
01043	114
01045	55
01047	121
01049	52
01051	45
01053	38
01055	207
01057	14
01059	32
01061	13
01063	9
01065	9
01067	5
01069	309
01071	50
01073	3361
01075	3
01077	173
01079	10
01081	184
01083	52
01085	5
01087	39
01089	715
01091	14
01093	32
01095	98
01097	1155
01099	19
11001	4539
01101	700
01103	199
01105	4
01107	15
01109	34
01111	15
01113	33
01115	37
01117	449
01119	7
01121	75
01123	56
01125	454
01127	66
01129	9
01131	6
01133	18
12001	1860
12003	18
12005	319
12007	11
12009	1124
12011	4696
12013	12
12015	456
12017	271
12019	244
12021	997
12023	123
12025	35
12027	35
12029	8
12031	2520
12033	968
12035	80
12037	17
12039	44
12041	4
12043	3
12045	22
12047	8
12049	13
12051	23
12053	226
12055	162
12057	3357
12059	10
12061	404
12063	62
12065	6
12067	3
12069	413
12071	1299
12073	666
12075	30
12079	12
12081	695
12083	513
12085	492
12086	8903
12087	282
12089	83
12091	435
12093	49
12095	2382
12097	203
12099	4139
12101	597
12103	3146
12105	879
12107	79
12109	385
12111	356
12113	206
12115	1490
12117	836
12119	39
12121	18
12123	21
12125	17
12127	1026
12129	18
12131	35
12133	17
13001	16
13003	1
13005	12
13009	126
13011	4
13013	29
13015	66
13017	16
13019	13
13021	755
13023	7
13027	10
13029	31
13031	90
13033	15
13035	5
13037	3
13039	51
13043	11
13045	125
13047	51
13049	7
13051	871
13055	9
13057	121
13059	292
13061	3
13063	280
13065	7
13067	1248
13069	57
13071	53
13073	551
13075	11
13077	99
13079	2
13081	34
13083	12
13085	13
13087	38
13089	3367
13091	29
13093	8
13095	280
13097	96
13099	9
13103	13
13105	17
13107	22
13109	12
13111	20
13113	226
13115	319
13117	96
13119	16
13121	3818
13123	15
13127	233
13129	53
13131	15
13133	22
13135	857
13137	42
13139	306
13141	5
13143	16
13145	38
13147	25
13149	2
13151	160
13153	173
13155	6
13157	19
13159	4
13161	11
13163	16
13165	4
13167	4
13169	17
13171	8
13173	7
13175	136
13177	20
13179	50
13181	6
13183	1
13185	209
13187	12
13189	24
13191	8
13193	6
13195	4
13197	5
13199	15
13201	6
13205	17
13207	23
13209	2
13211	10
13213	16
13215	614
13217	50
13219	72
13221	5
13223	17
13225	17
13227	38
13229	9
13231	3
13233	21
13235	18
13237	22
13239	2
13241	31
13243	5
13245	1339
13247	125
13249	1
13251	7
13253	8
13255	88
13257	44
13259	4
13261	59
13263	1
13267	10
13269	3
13271	6
13273	7
13275	155
13277	101
13279	41
13281	14
13283	3
13285	116
13287	6
13289	3
13291	21
13293	42
13295	29
13297	35
13299	86
13301	2
13303	27
13305	40
13309	1
13311	15
13313	177
13315	4
13317	13
13319	2
13321	13
15001	339
15003	3093
15007	146
15009	313
16001	855
16003	1
16005	180
16007	7
16009	11
16011	32
16013	99
16015	1
16017	63
16019	194
16021	10
16023	3
16027	178
16029	6
16031	39
16035	12
16037	2
16039	39
16041	4
16043	5
16045	8
16047	5
16049	19
16051	2
16053	11
16055	206
16057	48
16059	6
16061	1
16063	2
16065	31
16067	11
16069	115
16071	3
16073	1
16075	11
16077	2
16079	19
16081	6
16083	165
16085	29
16087	7
17001	186
17003	4
17005	15
17007	74
17009	4
17011	48
17013	5
17015	11
17017	3
17019	627
17021	32
17023	8
17025	13
17027	28
17029	103
17031	21793
17033	25
17035	3
17037	102
17039	15
17041	16
17043	4105
17045	12
17047	1
17049	75
17051	14
17053	18
17055	29
17057	39
17059	5
17061	9
17063	41
17065	5
17067	22
17069	3
17071	6
17073	42
17075	30
17077	241
17079	2
17081	71
17083	17
17085	26
17087	2
17089	622
17091	175
17093	36
17095	121
17097	2076
17099	157
17101	12
17103	47
17105	33
17107	28
17109	59
17111	310
17113	336
17115	268
17117	23
17119	353
17121	68
17123	10
17125	16
17127	11
17129	13
17131	8
17133	25
17135	27
17137	56
17139	10
17141	45
17143	874
17145	20
17147	18
17149	14
17153	1
17155	1
17157	34
17159	49
17161	306
17163	549
17165	33
17167	935
17169	6
17171	1
17173	11
17175	6
17177	82
17179	170
17181	31
17183	176
17185	11
17187	14
17189	8
17191	13
17193	11
17195	79
17197	658
17199	131
17201	797
17203	32
18001	19
18003	910
18005	180
18007	6
18009	13
18011	221
18013	13
18015	9
18017	57
18019	146
18021	18
18023	22
18025	1
18027	26
18029	49
18031	22
18033	44
18035	357
18037	63
18039	289
18041	27
18043	162
18045	8
18047	21
18049	22
18051	33
18053	152
