"State","State_Code","County_Name","County_Code","CountyID"
"VA",51,"Mathews",115,2876
"VA",51,"Mecklenburg",117,2877
"VA",51,"Middlesex",119,2878
"VA",51,"Montgomery",121,2879
"VA",51,"Nelson",125,2880
"VA",51,"New Kent",127,2881
"VA",51,"Northampton",131,2882
"VA",51,"Northumberland",133,2883
"VA",51,"Nottoway",135,2884
"VA",51,"Orange",137,2885
"VA",51,"Page",139,2886
"VA",51,"Patrick",141,2887
"VA",51,"Pittsylvania",143,2888
"VA",51,"Powhatan",145,2889
"VA",51,"Prince Edward",147,2890
"VA",51,"Prince George",149,2891
"VA",51,"Prince William",153,2892
"VA",51,"Pulaski",155,2893
"VA",51,"Rappahannock",157,2894
"VA",51,"Richmond",159,2895
"VA",51,"Roanoke",161,2896
"VA",51,"Rockbridge",163,2897
"VA",51,"Rockingham",165,2898
"VA",51,"Russell",167,2899
"VA",51,"Scott",169,2900
"VA",51,"Shenandoah",171,2901
"VA",51,"Smyth",173,2902
"VA",51,"Southampton",175,2903
"VA",51,"Spotsylvania",177,2904
"VA",51,"Stafford",179,2905
"VA",51,"Surry",181,2906
"VA",51,"Sussex",183,2907
"VA",51,"Tazewell",185,2908
"VA",51,"Warren",187,2909
"VA",51,"Washington",191,2910
"VA",51,"Westmoreland",193,2911
"VA",51,"Wise",195,2912
"VA",51,"Wythe",197,2913
"VA",51,"York",199,2914
"VA",51,"Alexandria (city)",510,2915
"VA",51,"Bedford (city)",515,2916
"VA",51,"Bristol (city)",520,2917
"VA",51,"Buena Vista (city)",530,2918
"VA",51,"Charlottesville (city)",540,2919
"VA",51,"Chesapeake (city)",550,2920
"VA",51,"Clifton Forge (city)",560,2921
"VA",51,"Colonial Heights (city)",570,2922
"VA",51,"Covington (city)",580,2923
"VA",51,"Danville (city)",590,2924
"VA",51,"Emporia (city)",595,2925
"VA",51,"Fairfax (city)",600,2926
"VA",51,"Falls Church (city)",610,2927
"VA",51,"Franklin (city)",620,2928
"VA",51,"Fredericksburg (city)",630,2929
"VA",51,"Galax (city)",640,2930
"VA",51,"Hampton (city)",650,2931
"VA",51,"Harrisonburg (city)",660,2932
"VA",51,"Hopewell (city)",670,2933
"VA",51,"Lexington (city)",678,2934
"VA",51,"Lynchburg (city)",680,2935
"VA",51,"Manassas (city)",683,2936
"VA",51,"Manassas Park (city)",685,2937
"VA",51,"Martinsville (city)",690,2938
"VA",51,"Newport News (city)",700,2939
"VA",51,"Norfolk (city)",710,2940
"VA",51,"Norton (city)",720,2941
"VA",51,"Petersburg (city)",730,2942
"VA",51,"Poquoson (city)",735,2943
"VA",51,"Portsmouth (city)",740,2944
"VA",51,"Radford (city)",750,2945
"VA",51,"Richmond (city)",760,2946
"VA",51,"Roanoke (city)",770,2947
"VA",51,"Salem (city)",775,2948
"VA",51,"South Boston (city)",780,2949
"VA",51,"Staunton (city)",790,2950
"VA",51,"Suffolk (city)",800,2951
"VA",51,"Virginia Beach (city)",810,2952
"VA",51,"Waynesboro (city)",820,2953
"VA",51,"Williamsburg (city)",830,2954
"VA",51,"Winchester (city)",840,2955
"WA",53,"Adams",1,2956
"WA",53,"Asotin",3,2957
"WA",53,"Benton",5,2958
"WA",53,"Chelan",7,2959
"WA",53,"Clallam",9,2960
"WA",53,"Clark",11,2961
"WA",53,"Columbia",13,2962
"WA",53,"Cowlitz",15,2963
"WA",53,"Douglas",17,2964
"WA",53,"Ferry",19,2965
"WA",53,"Franklin",21,2966
"WA",53,"Garfield",23,2967
"WA",53,"Grant",25,2968
"WA",53,"Grays Harbor",27,2969
"WA",53,"Island",29,2970
"WA",53,"Jefferson",31,2971
"WA",53,"King",33,2972
"WA",53,"Kitsap",35,2973
"WA",53,"Kittitas",37,2974
"WA",53,"Klickitat",39,2975
"WA",53,"Lewis",41,2976
"WA",53,"Lincoln",43,2977
"WA",53,"Mason",45,2978
"WA",53,"Okanogan",47,2979
"WA",53,"Pacific",49,2980
"WA",53,"Pend Oreille",51,2981
"WA",53,"Pierce",53,2982
"WA",53,"San Juan",55,2983
"WA",53,"Skagit",57,2984
"WA",53,"Skamania",59,2985
"WA",53,"Snohomish",61,2986
"WA",53,"Spokane",63,2987
"WA",53,"Stevens",65,2988
"WA",53,"Thurston",67,2989
"WA",53,"Wahkiakum",69,2990
"WA",53,"Walla Walla",71,2991
"WA",53,"Whatcom",73,2992
"WA",53,"Whitman",75,2993
"WA",53,"Yakima",77,2994
"WV",54,"Barbour",1,2995
"WV",54,"Berkeley",3,2996
"WV",54,"Boone",5,2997
"WV",54,"Braxton",7,2998
"WV",54,"Brooke",9,2999
"WV",54,"Cabell",11,3000
"WV",54,"Calhoun",13,3001
"WV",54,"Clay",15,3002
"WV",54,"Doddridge",17,3003
"WV",54,"Fayette",19,3004
"WV",54,"Gilmer",21,3005
"WV",54,"Grant",23,3006
"WV",54,"Greenbrier",25,3007
"WV",54,"Hampshire",27,3008
"WV",54,"Hancock",29,3009
"WV",54,"Hardy",31,3010
"WV",54,"Harrison",33,3011
"WV",54,"Jackson",35,3012
"WV",54,"Jefferson",37,3013
"WV",54,"Kanawha",39,3014
"WV",54,"Lewis",41,3015
"WV",54,"Lincoln",43,3016
"WV",54,"Logan",45,3017
"WV",54,"Mcdowell",47,3018
"WV",54,"Marion",49,3019
"WV",54,"Marshall",51,3020
"WV",54,"Mason",53,3021
"WV",54,"Mercer",55,3022
"WV",54,"Mineral",57,3023
"WV",54,"Mingo",59,3024
"WV",54,"Monongalia",61,3025
"WV",54,"Monroe",63,3026
"WV",54,"Morgan",65,3027
"WV",54,"Nicholas",67,3028
"WV",54,"Ohio",69,3029
"WV",54,"Pendleton",71,3030
"WV",54,"Pleasants",73,3031
"WV",54,"Pocahontas",75,3032
"WV",54,"Preston",77,3033
"WV",54,"Putnam",79,3034
"WV",54,"Raleigh",81,3035
"WV",54,"Randolph",83,3036
"WV",54,"Ritchie",85,3037
"WV",54,"Roane",87,3038
"WV",54,"Summers",89,3039
"WV",54,"Taylor",91,3040
"WV",54,"Tucker",93,3041
"WV",54,"Tyler",95,3042
"WV",54,"Upshur",97,3043
"WV",54,"Wayne",99,3044
"WV",54,"Webster",101,3045
"WV",54,"Wetzel",103,3046
"WV",54,"Wirt",105,3047
"WV",54,"Wood",107,3048
"WV",54,"Wyoming",109,3049
"WI",55,"Adams",1,3050
"WI",55,"Ashland",3,3051
"WI",55,"Barron",5,3052
"WI",55,"Bayfield",7,3053
"WI",55,"Brown",9,3054
"WI",55,"Buffalo",11,3055
"WI",55,"Burnett",13,3056
"WI",55,"Calumet",15,3057
"WI",55,"Chippewa",17,3058
"WI",55,"Clark",19,3059
"WI",55,"Columbia",21,3060
"WI",55,"Crawford",23,3061
"WI",55,"Dane",25,3062
"WI",55,"Dodge",27,3063
"WI",55,"Door",29,3064
"WI",55,"Douglas",31,3065
"WI",55,"Dunn",33,3066
"WI",55,"Eau Claire",35,3067
"WI",55,"Florence",37,3068
"WI",55,"Fond Du Lac",39,3069
"WI",55,"Forest",41,3070
"WI",55,"Grant",43,3071
"WI",55,"Green",45,3072
"WI",55,"Green Lake",47,3073
"WI",55,"Iowa",49,3074
"WI",55,"Iron",51,3075
"WI",55,"Jackson",53,3076
"WI",55,"Jefferson",55,3077
"WI",55,"Juneau",57,3078
"WI",55,"Kenosha",59,3079
"WI",55,"Kewaunee",61,3080
"WI",55,"La Crosse",63,3081
"WI",55,"Lafayette",65,3082
"WI",55,"Langlade",67,3083
"WI",55,"Lincoln",69,3084
"WI",55,"Manitowoc",71,3085
"WI",55,"Marathon",73,3086
"WI",55,"Marinette",75,3087
"WI",55,"Marquette",77,3088
"WI",55,"Menominee",78,3089
"WI",55,"Milwaukee",79,3090
"WI",55,"Monroe",81,3091
"WI",55,"Oconto",83,3092
"WI",55,"Oneida",85,3093
"WI",55,"Outagamie",87,3094
"WI",55,"Ozaukee",89,3095
"WI",55,"Pepin",91,3096
"WI",55,"Pierce",93,3097
"WI",55,"Polk",95,3098
"WI",55,"Portage",97,3099
"WI",55,"Price",99,3100
"WI",55,"Racine",101,3101
"WI",55,"Richland",103,3102
"WI",55,"Rock",105,3103
"WI",55,"Rusk",107,3104
"WI",55,"St. Croix",109,3105
"WI",55,"Sauk",111,3106
"WI",55,"Sawyer",113,3107
"WI",55,"Shawano",115,3108
"WI",55,"Sheboygan",117,3109
"WI",55,"Taylor",119,3110
"WI",55,"Trempealeau",121,3111
"WI",55,"Vernon",123,3112
"WI",55,"Vilas",125,3113
"WI",55,"Walworth",127,3114
"WI",55,"Washburn",129,3115
"WI",55,"Washington",131,3116
"WI",55,"Waukesha",133,3117
"WI",55,"Waupaca",135,3118
"WI",55,"Waushara",137,3119
"WI",55,"Winnebago",139,3120
"WI",55,"Wood",141,3121
"WY",56,"Albany",1,3122
"WY",56,"Big Horn",3,3123
"WY",56,"Campbell",5,3124
"WY",56,"Carbon",7,3125
"WY",56,"Converse",9,3126
"WY",56,"Crook",11,3127
"WY",56,"Fremont",13,3128
"WY",56,"Goshen",15,3129
"WY",56,"Hot Springs",17,3130
"WY",56,"Johnson",19,3131
"WY",56,"Laramie",21,3132
"WY",56,"Lincoln",23,3133
"WY",56,"Natrona",25,3134
"WY",56,"Niobrara",27,3135
"WY",56,"Park",29,3136
"WY",56,"Platte",31,3137
"WY",56,"Sheridan",33,3138
"WY",56,"Sublette",35,3139
"WY",56,"Sweetwater",37,3140
"WY",56,"Teton",39,3141
"WY",56,"Uinta",41,3142
"WY",56,"Washakie",43,3143
"WY",56,"Weston",45,3144
"AS",60,"Eastern District",10,3145
"AS",60,"Manu`a District",20,3146
"AS",60,"Rose Island",30,3147
"AS",60,"Swains Island",40,3148
"AS",60,"Western District",50,3149
"GU",66,"Guam",1,3150
"PR",72,"Adjuntas",1,3151
"PR",72,"Aguada",3,3152
"PR",72,"Aguadilla",5,3153
"PR",72,"Aguas Buenas",7,3154
"PR",72,"Aibonito",9,3155
"PR",72,"Anasco",11,3156
"PR",72,"Arecibo",13,3157
"PR",72,"Arroyo",15,3158
"PR",72,"Barceloneta",17,3159
"PR",72,"Barranquitas",19,3160
"PR",72,"Bayamon",21,3161
"PR",72,"Cabo Rojo",23,3162
"PR",72,"Caguas",25,3163
"PR",72,"Camuy",27,3164
"PR",72,"Canovanas",29,3165
"PR",72,"Carolina",31,3166
"PR",72,"Catano",33,3167
"PR",72,"Cayey",35,3168
"PR",72,"Ceiba",37,3169
"PR",72,"Ciales",39,3170
"PR",72,"Cidra",41,3171
"PR",72,"Coamo",43,3172
"PR",72,"Comerio",45,3173
"PR",72,"Corozal",47,3174
"PR",72,"Culebra",49,3175
"PR",72,"Dorado",51,3176
"PR",72,"Fajardo",53,3177
"PR",72,"Florida",54,3178
"PR",72,"Guanica",55,3179
"PR",72,"Guayama",57,3180
"PR",72,"Guayanilla",59,3181
"PR",72,"Guaynabo",61,3182
"PR",72,"Gurabo",63,3183
"PR",72,"Hatillo",65,3184
"PR",72,"Hormigueros",67,3185
"PR",72,"Humacao",69,3186
"PR",72,"Isabela",71,3187
"PR",72,"Jayuya",73,3188
"PR",72,"Juana Diaz",75,3189
"PR",72,"Juncos",77,3190
"PR",72,"Lajas",79,3191
"PR",72,"Lares",81,3192
"PR",72,"Las Marias",83,3193
"PR",72,"Las Piedras",85,3194
"PR",72,"Loiza",87,3195
"PR",72,"Luquillo",89,3196
"PR",72,"Manati",91,3197
"PR",72,"Maricao",93,3198
"PR",72,"Maunabo",95,3199
"PR",72,"Mayaguez",97,3200
"PR",72,"Moca",99,3201
"PR",72,"Morovis",101,3202
"PR",72,"Naguabo",103,3203
"PR",72,"Naranjito",105,3204
"PR",72,"Orocovis",107,3205
"PR",72,"Patillas",109,3206
"PR",72,"Penuelas",111,3207
"PR",72,"Ponce",113,3208
"PR",72,"Quebradillas",115,3209
"PR",72,"Rincon",117,3210
"PR",72,"Rio Grande",119,3211
"PR",72,"Sabana Grande",121,3212
"PR",72,"Salinas",123,3213
"PR",72,"San German",125,3214
"PR",72,"San Juan",127,3215
"PR",72,"San Lorenzo",129,3216
"PR",72,"San Sebastian",131,3217
"PR",72,"Santa Isabel",133,3218
"PR",72,"Toa Alta",135,3219
"PR",72,"Toa Baja",137,3220
"PR",72,"Trujillo Alto",139,3221
"PR",72,"Utuado",141,3222
"PR",72,"Vega Alta",143,3223
"PR",72,"Vega Baja",145,3224
"PR",72,"Vieques",147,3225
"PR",72,"Villalba",149,3226
"PR",72,"Yabucoa",151,3227
"PR",72,"Yauco",153,3228
"VI",78,"St. Croix",10,3229
"VI",78,"St. John",20,3230
"VI",78,"St. Thomas",30,3231
